state_code,State,District,City,Population (%)
30,Tamil Nadu,Erode,,3.12
30,Tamil Nadu,Dindigul,,2.99
30,Tamil Nadu,Virudhunagar,,2.69
30,Tamil Nadu,Krishnagiri,,2.61
30,Tamil Nadu,Kanyakumari,,2.59
30,Tamil Nadu,Thoothukkudi,,2.43
30,Tamil Nadu,Namakkal,,2.39
30,Tamil Nadu,Nagapattinam,,2.24
30,Tamil Nadu,Pudukkottai,,2.24
30,Tamil Nadu,Dharmapuri,,2.09
30,Tamil Nadu,Ramanathapuram,,1.88
30,Tamil Nadu,Sivaganga,,1.86
30,Tamil Nadu,Thiruvarur,,1.75
30,Tamil Nadu,Theni,,1.73
30,Tamil Nadu,Karur,,1.48
30,Tamil Nadu,Ariyalur,,1.05
30,Tamil Nadu,The Nilgiris,,1.02
30,Tamil Nadu,Perambalur,,0.78
